paper_title,year,num_datasets,genre1,genre2,genre3,genre4,genre5,genre_clean
Searching Page-Images of Early Music Scanned with OMR: A Scalable Solution Using Minimal Absent Words. 233-239,2018,1,Digital images of 16th centry printed music,NA,NA,NA,NA,N/A
Semi-supervised Lyrics and Solo-singing Alignment. 600-607,2018,1,english pop songs (vocal only),NA,NA,NA,NA,Pop
Shared Generative Representation of Auditory Concepts and EEG to Reconstruct Perceived and Imagined Music. 392-399,2018,2,EEG, not music,NA,NA,NA,N/A
Skeleton Plays Piano: Online Generation of Pianist Body Movements from MIDI Performance. 218-224,2018,1,piano music,NA,NA,NA,NA,Classical
StructureNet: Inducing Structure in Generated Melodies. 725-731,2018,1,folk,NA,NA,NA,NA,Folk
Summarizing and Comparing Music Data and Its Application on Cover Song Identification. 732-739,2018,2,"""popular songs of different genres"" for youtubecovers", classical for the mazurkas,NA,NA,NA,"Pop, Classical"
The Many Faces of Users: Modeling Musical Preference. 709-716,2018,1,unspecified,NA,NA,NA,NA,Doesn't Specify
The NES Music Database: A multi-instrumental dataset with expressive performance attributes. 475-482,2018,1,video game music,NA,NA,NA,NA,Other
The Northwestern University Source Separation Library. 297-305,2018,5,doesn't say,NA,NA,NA,NA,Doesn't Specify
Timbre Discrimination for Brief Instrument Sounds. 128-134,2018,1,3305 single notes of 41 instruments from historical periods with lots of varying instrumtents - no specific genre,NA,NA,NA,NA,Single Instrument
Towards Full-Pipeline Handwritten OMR with Musical Symbol Detection by U-Nets. 225-232,2018,1,doesn't specify,NA,NA,NA,NA,N/A
Transferring the Style of Homophonic Music Using Recurrent Neural Networks and Autoregressive Model. 740-746,2018,2,classical and jazz,NA,NA,NA,NA,"Classical, Jazz"
Two Web Applications for Exploring Melodic Patterns in Jazz Solos. 777-783,2018,1,a large database of jazz solo transcriptions generated by automated melody extraction algorithms,NA,NA,NA,NA,Jazz
Understanding a Deep Machine Listening Model Through Feature Inversion. 755-762,2018,2,pop music for jamendo, pop music for rwc,NA,NA,NA,Pop
Using Musical Relationships Between Chord Labels in Automatic Chord Extraction Tasks. 18-25,2018,4,Chords, and Pop/Rock,NA,NA,NA,"Pop, Rock"
VenueRank: Identifying Venues that Contribute to Artist Popularity. 702-708,2018,0,n/a,NA,NA,NA,NA,N/A
Visualization of Audio Data Using Stacked Graphs. 771-776,2018,1,tones played by piano, violin, trumpet, and flute, and recorded saxophone performances,Single Instrument
Vocal Melody Extraction with Semantic Segmentation and Audio-symbolic Domain Transfer Learning. 521-528,2018,4,Chinese karaoke clips (MIR1k), songs w vocal tracks (MedleyDB), folk songs,NA,NA,Various
Vocals in Music Matter: the Relevance of Vocals in the Minds of Listeners. 514-520,2018,0,Playlist titles, search data, artist bios,NA,NA,N/A
VocalSet: A Singing Voice Dataset. 468-474,2018,1,acapella with male and female singers,NA,NA,NA,NA,Other
Wave-U-Net: A Multi-Scale Neural Network for End-to-End Audio Source Separation. 334-340,2018,2,various,NA,NA,NA,NA,Various
Zero-Mean Convolutions for Level-Invariant Singing Voice Detection. 321-326,2018,1,doesn't say,NA,NA,NA,NA,Doesn't Specify
[A-00]   (Anniversary paper) Data Usage in MIR: History & Future Recommendations,2019,0,N/A,NA,NA,NA,NA,N/A
[A-01]   Zero-shot Learning for Audio-based Music Classification and Tagging,2019,3,Various,NA,NA,NA,NA,Various
[A-02]   Learning Notation Graph Construction for Full-Pipeline Optical Music Recognition,2019,1,Doesn't specify,NA,NA,NA,NA,Doesn't Specify
[A-03]   An Attention Mechanism for Musical Instrument Recognition,2019,1,Doesn't specify,NA,NA,NA,NA,Various
[A-04]   MIDI-Sheet Music Alignment Using Bootleg Score Synthesis,2019,1,Classical,NA,NA,NA,NA,"Classical, Single Instrument"
[A-05]   mirdata: Software for Reproducible Usage of Datasets,2019,3,isolate note recordings (1), classical (2), Classical (3),NA,NA,"Rock, Non-Western, Pop, Various"
[A-06]   Cover Detection Using Dominant Melody Embeddings,2019,1,Doesn't specify,NA,NA,NA,NA,Doesn't Specify
[A-07]   Identifying Expressive Semantics in Orchestral Conducting Kinematic,2019,1,N/A,NA,NA,NA,NA,Classical
[A-08]   The RomanText Format: A Flexible and Standard Method for Representing Roman Numerial Analyses,2019,1,N/A,NA,NA,NA,NA,Classical
[A-09]   20 Years of Playlists: A Statistical Analysis on Popularity and Diversity,2019,4,Various (all),NA,NA,NA,NA,Various
[A-10]   Identification and Cross-Document Alignment of Measures in Music Score Images,2019,3,Doesn't specify (all),NA,NA,NA,NA,Doesn't Specify
"[A-11]   Query-by-Blending: A Music Exploration System Blending Latent Vector Representations of Lyric Word, Song Audio, and Artist",2019,1,Various,NA,NA,NA,NA,Various
[A-12]   Improving Structure Evaluation Through Automatic Hierarchy Expansion,2019,1,Doesn't specify,NA,NA,NA,NA,"Various, Non-western"
[A-13]   Conditioned-U-Net: Introducing a Control Mechanism in the U-Net for Multiple Source Separations,2019,1,Doesn't specify,NA,NA,NA,NA,Various
[A-14]   An Initial Computational Model for Musical Schemata Theory,2019,1,Classical,NA,NA,NA,NA,"Classical, Single Instrument"
[B-00]   (Anniversary paper) Music Performance Analysis: A Survey,2019,0,N/A,NA,NA,NA,NA,N/A
[B-01]   Evolution of the Informational Complexity of Contemporary Western Music,2019,1,Pop,NA,NA,NA,NA,Pop
[B-02]   Deep Unsupervised Drum Transcription,2019,1,Pop/Rock,NA,NA,NA,NA,"Pop, Rock, Single Instrument"
[B-03]   Estimating Unobserved Audio Features for Target-Based Orchestration,2019,1,notes,NA,NA,NA,NA,Single Instrument
[B-04]   Towards Automatically Correcting Tapped Beat Annotations for Music Recordings,2019,1,Various,NA,NA,NA,NA,Various
[B-05]   Algorithmic Ability to Predict the Musical Future: Datasets and Evaluation,2019,1,Doesn't specify,NA,NA,NA,NA,Doesn't Specify
[B-06]   Learning Soft-Attention Models for Tempo-invariant Audio-Sheet Music Retrieval,2019,1,Classical,NA,NA,NA,NA,"Classical, Single Instrument"
[B-07]   Contributing to New Musicological Theories with Computational Methods: The Case of Centonization in Arab-Andalusian Music,2019,1,Non-Western (Moroccan nawab ̄at),NA,NA,NA,NA,Non-Western
[B-08]   Temporal Convolutional Networks for Speech and Music Detection in Radio Broadcast,2019,7,Doesn't specify (1-6), various (7),NA,NA,NA,"Various, Non-western"
[B-09]   Towards Explainable Music Emotion Recognition: The Route via Mid-level Features,2019,2,Doesn't specify (1), Soundtracks (2),NA,NA,NA,Various
[B-10]   Community-Based Cover Song Detection,2019,2,Various,NA,NA,NA,NA,"Pop, Rock, Various"
[B-11]   Tracking Beats and Microtiming in Afro-Latin American Music Using Conditional Random Fields and Deep Learning,2019,2,Uruguayan candombe (1), Brazilian samba (2),NA,NA,NA,Non-Western
[B-12]   Harmony Transformer: Incorporating Chord Segmentation into Harmony Recognition,2019,2,Pop (1), Classical (2),NA,NA,NA,"Classical, Single Instrument"
"[B-13]   Statistical Music Structure Analysis Based on a Homogeneity-, Repetitiveness-, and Regularity-Aware Hierarchical Hidden Semi-Markov Model",2019,1,Pop,NA,NA,NA,NA,Pop
[B-14]   Towards Measuring Intonation Quality of Choir Recordings: A Case Study on Bruckner's Locus Iste,2019,1,Classical,NA,NA,NA,NA,Classical
[B-15]   Guitar Tablature Estimation with a Convolutional Neural Network,2019,1,Doesn't specify,NA,NA,NA,NA,"Single Instrument, Various"
[C-00]   (Anniversary paper) Intelligent User Interfaces for Music Discovery: The Past 20 Years and What's to Come,2019,0,N/A,NA,NA,NA,NA,N/A
[C-01]   Learning a Joint Embedding Space of Monophonic and Mixed Music Signals for Singing Voice,2019,1,single instrument, various,NA,NA,NA,"Single Instrument, Various"
[C-02]   Augmenting Music Listening Experiences on Voice Assistants,2019,0,N/A,NA,NA,NA,NA,N/A
[C-03]   Coupled Recurrent Models for Polyphonic Music Composition,2019,1,Classical,NA,NA,NA,NA,Classical
[C-04]   Hit Song Prediction: Leveraging Low- and High-Level Audio Features,2019,1,Various,NA,NA,NA,NA,Various
[C-05]   Da-TACOS: A Dataset for Cover Song Identification and Understanding,2019,1,Rock, Pop, Metal, Jazz,NA,Various
[C-06]   Harmonic Syntax in Time: Rhythm Improves Grammatical Models of Harmony,2019,1,Jazz,NA,NA,NA,NA,Jazz
[C-07]   Learning to Traverse Latent Spaces for Musical Score Inpainting,2019,1,Folk,NA,NA,NA,NA,Folk
[C-08]   Detecting Stable Regions in Frequency Trajectories for Tonal Analysis of Traditional Georgian Vocal Music,2019,1,Georgian chants,NA,NA,NA,NA,"Non-Western, Single-instrument(vocal)"
"[C-09]   The AcousticBrainz Genre Dataset: Multi-Source, Multi-Level, Multi-Label, and Large-Scale",2019,1,Various,NA,NA,NA,NA,Various
[C-10]   Data-Driven Song Recognition Estimation Using Collective Memory Dynamics Models,2019,1,unspecified,NA,NA,NA,NA,Doesn't Specify
[C-11]   Towards Interpretable Polyphonic Transcription with Invertible Neural Networks,2019,1,Doesn't specify,NA,NA,NA,NA,Single Instrument
[C-12]   Learning to Generate Music With Sentiment,2019,1,Video game soundtracks,NA,NA,NA,NA,Other
[C-13]   Backtracking Search Heuristics for Solving the All-partition Array Problem,2019,0,N/A,NA,NA,NA,NA,N/A
[C-14]   Modeling and Learning Structural Breaks in Sonata Forms,2019,1,Classical,NA,NA,NA,NA,Classical
[C-15]   Auto-adaptive Resonance Equalization using Dilated Residual Networks,2019,1,Pop, Rock, other,NA,NA,"Pop, Rock, Other"
[D-01]   Analyzing User Interactions with Music Information Retrieval System: An Eye-tracking Approach,2019,0,N/A,NA,NA,NA,NA,N/A
[D-02]   A Cross-Scape Plot Representation for Visualizing Symbolic Melodic Similarity,2019,1,Dutch folk,NA,NA,NA,NA,Folk
[D-03]   JosquIntab: A Dataset for Content-based Computational Analysis of Music in Lute Tablature,2019,1,Classical,NA,NA,NA,NA,Classical
[D-04]   A Dataset of Rhythmic Pattern Reproductions and Baseline Automatic Assessment System,2019,1,Doesn't specify,NA,NA,NA,NA,N/A
[D-05]   Self-Supervised Methods for Learning Semantic Similarity in Music,2019,1,Classical,NA,NA,NA,NA,"Classical, Single Instrument"
[D-06]   Blending Acoustic and Language Model Predictions for Automatic Music Transcription,2019,1,Classical,NA,NA,NA,NA,"Classical, Single Instrument"
[D-07]   Modelling the Syntax of North Indian Melodies with a Generalized Graph Grammar,2019,0,N/A,NA,NA,NA,NA,N/A
[D-08]   A Comparative Study of Neural Models for Polyphonic Music Sequence Transduction,2019,1,Classical,NA,NA,NA,NA,"Classical, Single Instrument"
[D-09]   Learning Similarity Metrics for Melody Retrieval,2019,1,Doesn't specify,NA,NA,NA,NA,Folk
[D-10]   Multi-Task Learning of Tempo and Beat: Learning One to Improve the Other,2019,9,Doesn't specify (all),NA,NA,NA,NA,Various
[D-11]   Can We Increase Inter- and Intra-Rater Agreement in Modeling General Music Similarity?,2019,1,Soul, Bebop, High Energy (Hi-NRG), Power Pop, Rock-steady,Various
"[D-12]   AIST Dance Video Database: Multi-Genre, Multi-Dancer, and Multi-Camera Database for Dance Information Processing",2019,1,various,NA,NA,NA,NA,Various
[D-13]   Microtiming Analysis in Traditional Shetland Fiddle Music,2019,1,Folk,NA,NA,NA,NA,Folk
[D-14]   SUPRA: Digitizing the Stanford University Piano Roll Archive,2019,1,Doesn't specify,NA,NA,NA,NA,"Classical, Single Instrument"
[D-15]   Fast and Flexible Neural Audio Synthesis,2019,1,Doesn't specify,NA,NA,NA,NA,N/A
[E-00]   (Anniversary paper) 20 Years of Automatic Chord Recognition from Audio,2019,0,N/A,NA,NA,NA,NA,N/A
[E-01]   DeepSRGM - Sequence Classification and Ranking in Indian Classical Music Via Deep Learning,2019,1,Non-western --- Indian Classical Music,NA,NA,NA,NA,Non-Western
[E-02]   Modeling Music Modality with a Key-Class Invariant Pitch Chroma CNN,2019,2,Pop (1), Film music (2),NA,NA,NA,"Pop, Other"
[E-03]   Convolutional Composer Classification,2019,1,Classical, Ragtime,NA,NA,NA,"Classical, Jazz"
[E-04]   A Diplomatic Edition of Il Lauro Secco: Ground Truth for OMR of White Mensural Notation,2019,1,Classical --- madrigals,NA,NA,NA,NA,"Classical, Single Instrument"
"[E-05]   The Harmonix Set: Beats, Downbeats, and Functional Segment Annotations of Western Popular Music",2019,1,Pop,NA,NA,NA,NA,Pop
[E-06]   FMP Notebooks: Educational Material for Teaching and Learning Fundamentals of Music Processing,2019,0,N/A,NA,NA,NA,NA,N/A
[E-07]   Automatic Assessment of Sight-reading Exercises,2019,1,band music, scales, etudes, sight reading,NA,Single Instrument
[E-08]   Supervised Symbolic Music Style Translation Using Synthetic Data,2019,2,Various (checked supplementary material for this),NA,NA,NA,NA,Various
[E-09]   Deep Music Analogy Via Latent Representation Disentanglement,2019,1,Doesn't specify,NA,NA,NA,NA,Folk
[E-10]   Query by Video: Cross-modal Music Retrieval,2019,2,Doesn't specify, probably various (1), N/A --- videos (2),NA,NA,Doesn't Specify
[E-11]   Investigating CNN-based Instrument Family Recognition for Western Classical Music Recordings,2019,3,Isolate note recordings (1), Doesn't specify (classical?) (2), Classical (3),NA,NA,"Classical, Single Instrument"
[E-12]   A Bi-Directional Transformer for Musical Chord Recognition,2019,3,Pop/Rock (1), Pop (2), Pop (3),NA,NA,"Pop, Rock"
[E-13]   SAMBASET: A Dataset of Historical Samba de Enredo Recordings for Computational Music Analysis,2019,1,Samba,NA,NA,NA,NA,Non-Western
[E-14]   Deep-Rhythm for Global Tempo Estimation in Music,2019,11,Various (1), EDM (2), Various (3), Doesn't specify (4-10), Pop (11),"Various, Pop"
[E-15]   Large-vocabulary Chord Transcription Via Chord Structure Decomposition,2019,3,Doesn't specify (all),NA,NA,NA,NA,"Pop, Rock"
"[F-01]   BandNet: A Neural Network-based, Multi-Instrument Beatles-Style MIDI Music Composition Machine",2019,1,Pop/Rock,NA,NA,NA,NA,"Pop, Rock"
[F-02]   Can We Listen To It Together?: Factors Influencing Reception of Music Recommendations and Post-Recommendation Behavior,2019,0,N/A,NA,NA,NA,NA,N/A
[F-03]   Adversarial Learning for Improved Onsets and Frames Music Transcription,2019,1,Classical,NA,NA,NA,NA,Classical
[F-04]   Automatic Music Transcription and Ethnomusicology: a User Study,2019,1,Sousta (greek dance music),NA,NA,NA,NA,Other
[F-05]   LakhNES: Improving Multi-instrumental Music Generation with Cross-domain Pre-training,2019,2,Nintendo game music,NA,NA,NA,NA,Other
"[F-06]   Taking Form: A Representation Standard, Conversion Code, and Example Corpora for Recording, Visualizing, and Studying Analyses of Musical Form",2019,1,Classical,NA,NA,NA,NA,Classical
[F-07]   Learning Complex Basis Functions for Invariant Representations of Audio,2019,1,Classical,NA,NA,NA,NA,"Classical, Single Instrument"
[F-08]   Folded CQT RCNN For Real-time Recognition of Instrument Playing Techniques,2019,1,Doesn't specify,NA,NA,NA,NA,Doesn't Specify
[F-09]   humdrumR: a New Take on an Old Approach to Computational Musicology,2019,0,N/A,NA,NA,NA,NA,N/A
[F-10]   Tunes Together: Perception and Experience of Collaborative Playlists,2019,0,N/A,NA,NA,NA,NA,N/A
[F-11]   A Holistic Approach to Polyphonic Music Transcription with Neural Networks,2019,2,Doesn't specify,NA,NA,NA,NA,Classical
[F-12]   Generalized Metrics for Single-f0 Estimation Evaluation,2019,3,Doesn't specify (1), Various (2), Doesn't specify (3),NA,NA,"Various, Classical, Pop"
[F-13]   Learning Disentangled Representations of Timbre and Pitch for Musical Instrument Sounds Using Gaussian Mixture Variational Autoencoders,2019,1,single instrument notes recordings,NA,NA,NA,NA,Single Instrument
[F-14]   The ISMIR Explorer - A Visual Interface for Exploring 20 Years of ISMIR Publications,2019,1,N/A,NA,NA,NA,NA,N/A
[F-15]   Pattern Clustering in Monophonic Music by Learning a Non-Linear Embedding From Human Annotations,2019,1,Dutch folk,NA,NA,NA,NA,Folk
[F-16]   A Study of Annotation and Alignment Accuracy for Performance Comparison in Complex Orchestral Music,2019,1,Classical,NA,NA,NA,NA,Classical
[F-17]   Mapping Timing Strategies in Drum Performance,2019,1,Doesn't specify,NA,NA,NA,NA,Single Instrument
[F-18]   Improving Singing Aid System for Laryngectomees With Statistical Voice Conversion and VAE-SPACELi,2019,1,Japanese Children's Songs (non-western?),NA,NA,NA,NA,Non-Western
[G-01]   Approachable Music Composition with Machine Learning at Scale,2019,2,Classical (both),NA,NA,NA,NA,Classical
[G-02]   Scalable Searching and Ranking for Melodic Pattern Queries,2019,0,N/A,NA,NA,NA,NA,N/A
[G-03]   Adaptive Time-Frequency Scattering for Periodic Modulation Recognition in Music Signals,2019,1,non-western folk music,NA,NA,NA,NA,"Non-Western, Single Instrument, Folk"
[G-04]   Controlling Symbolic Music Generation based on Concept Learning from Domain Knowledge,2019,1,Various: Jazz, Blues, Pop, Rock,NA,Various
